Date,Open,High,Low,Close,Volume,Adj Close,returns,z,miu,sigma
29-04-16,93.989998,94.720001,92.510002,93.739998,68531500,93.172721,0,0.019238658,-0.000308646,0.016043024
28-04-16,97.610001,97.879997,94.25,94.830002,82242700,94.256129,0.011627953,0.744036742,,
27-04-16,96,98.709999,95.68,97.82,114602100,97.228032,0.031530077,1.9845837,,
26-04-16,103.910004,105.300003,103.910004,104.349998,56016200,103.718514,0.066755254,4.180253179,,
25-04-16,105,105.650002,104.510002,105.080002,28031600,104.4441,0.006995723,0.455298794,,
22-04-16,105.010002,106.480003,104.620003,105.68,33683100,105.040467,0.005709916,0.375151345,,
21-04-16,106.93,106.93,105.519997,105.970001,31552500,105.328713,0.002744142,0.190287612,,
20-04-16,106.639999,108.089996,106.059998,107.129997,30611000,106.481689,0.010946455,0.701557346,,
19-04-16,107.879997,108,106.230003,106.910004,32384900,106.263027,-0.002053517,-0.108761988,,
18-04-16,108.889999,108.949997,106.940002,107.480003,60821500,106.829577,0.005331582,0.35156888,,
15-04-16,112.110001,112.300003,109.730003,109.849998,46939000,109.18523,0.022050569,1.393703341,,
14-04-16,111.620003,112.389999,111.330002,112.099998,25473900,111.421614,0.020482477,1.295960417,,
13-04-16,110.800003,112.339996,110.800003,112.040001,33257300,111.36198,-0.00053521,-0.014122281,,
12-04-16,109.339996,110.5,108.660004,110.440002,27232300,109.771664,-0.014280601,-0.870905326,,
11-04-16,108.970001,110.610001,108.830002,109.019997,29407500,108.360251,-0.012857717,-0.782213573,,
08-04-16,108.910004,109.769997,108.169998,108.660004,23581700,108.002437,-0.003302078,-0.186587754,,
07-04-16,109.949997,110.419998,108.120003,108.540001,31801900,107.88316,-0.001104392,-0.049600718,,
06-04-16,110.230003,110.980003,109.199997,110.959999,26404100,110.288514,0.022295917,1.408996455,,
05-04-16,109.510002,110.730003,109.419998,109.809998,26578700,109.145471,-0.010364116,-0.626781485,,
04-04-16,110.419998,112.190002,110.269997,111.120003,37356200,110.447549,0.011929748,0.762848379,,
01-04-16,108.779999,110,108.199997,109.989998,25874000,109.324382,-0.010169234,-0.614634014,,
31-03-16,109.720001,109.900002,108.879997,108.989998,25888400,108.330434,-0.009091732,-0.547470733,,
30-03-16,108.650002,110.419998,108.599998,109.559998,45601100,108.896984,0.005229832,0.345226601,,
29-03-16,104.889999,107.790001,104.879997,107.68,31190100,107.028364,-0.01715952,-1.050355243,,
28-03-16,106,106.190002,105.059998,105.190002,19411400,104.553435,-0.023124048,-1.422138496,,
24-03-16,105.470001,106.25,104.889999,105.669998,26133000,105.030526,0.004563131,0.303669506,,
23-03-16,106.480003,107.07,105.900002,106.129997,25703500,105.487741,0.004353163,0.290581711,,
22-03-16,105.25,107.290001,105.209999,106.720001,32444400,106.074174,0.005559253,0.365760158,,
21-03-16,105.93,107.650002,105.139999,105.910004,35502700,105.269079,-0.007589925,-0.453859489,,
18-03-16,106.339996,106.5,105.190002,105.919998,44205200,105.279013,9.43677E-05,0.025120822,,
17-03-16,105.519997,106.470001,104.959999,105.800003,34420700,105.159744,-0.001132885,-0.051376762,,
16-03-16,104.610001,106.309998,104.589996,105.970001,38303500,105.328713,0.001606784,0.119393348,,
15-03-16,103.959999,105.18,103.849998,104.580002,40067700,103.947125,-0.013116917,-0.798370131,,
14-03-16,101.910004,102.910004,101.779999,102.519997,25076100,101.899587,-0.01969788,-1.208577276,,
11-03-16,102.239998,102.279999,101.5,102.260002,27408200,101.641166,-0.002536036,-0.138838513,,
10-03-16,101.410004,102.239998,100.150002,101.169998,33513600,100.557758,-0.010659146,-0.645171366,,
09-03-16,101.309998,101.580002,100.269997,101.120003,27201700,100.508065,-0.000494174,-0.01156437,,
08-03-16,100.779999,101.760002,100.400002,101.029999,31561900,100.418606,-0.000890068,-0.036241399,,
07-03-16,102.389999,102.830002,100.959999,101.870003,35828900,101.253526,0.008314395,0.537494795,,
04-03-16,102.370003,103.75,101.370003,103.010002,46055100,102.386627,0.011190731,0.71678368,,
03-03-16,100.580002,101.709999,100.449997,101.5,36955700,100.885763,-0.014658789,-0.894478713,,
02-03-16,100.510002,100.889999,99.639999,100.75,33169600,100.140301,-0.007389169,-0.441345932,,
01-03-16,97.650002,100.769997,97.419998,100.529999,50407100,99.921631,-0.002183636,-0.116872613,,
29-02-16,96.860001,98.230003,96.650002,96.690002,35216300,96.104873,-0.038197515,-2.361703731,,
26-02-16,97.199997,98.019997,96.580002,96.910004,28991100,96.323543,0.002275327,0.161065219,,
25-02-16,96.050003,96.760002,95.25,96.760002,27582700,96.174449,-0.001547846,-0.077242275,,
24-02-16,93.980003,96.379997,93.32,96.099998,36255700,95.51844,-0.006821032,-0.40593257,,
23-02-16,96.400002,96.5,94.550003,94.690002,31942600,94.116976,-0.014672183,-0.895313549,,
22-02-16,96.309998,96.900002,95.919998,96.879997,34280800,96.293718,0.023128049,1.460865198,,
19-02-16,96,96.760002,95.800003,96.040001,35374200,95.458805,-0.008670483,-0.521213237,,
18-02-16,98.839996,98.889999,96.089996,96.260002,39021000,95.677475,0.002290726,0.162025106,,
17-02-16,96.669998,98.209999,96.150002,98.120003,44863200,97.52622,0.019322678,1.223667325,,
16-02-16,95.019997,96.849998,94.610001,96.639999,49057900,96.055173,-0.015083605,-0.920958499,,
12-02-16,94.190002,94.5,93.010002,93.989998,40351400,93.421208,-0.027421376,-1.690001225,,
11-02-16,93.790001,94.720001,92.589996,93.699997,50074700,93.132962,-0.003085445,-0.173084502,,
10-02-16,95.919998,96.349998,94.099998,94.269997,42343600,93.699512,0.006083238,0.398421437,,
09-02-16,94.290001,95.940002,93.93,94.989998,44331200,94.415156,0.007637649,0.495311582,,
08-02-16,93.129997,95.699997,93.040001,95.010002,54021400,94.43504,0.000210602,0.032365971,,
05-02-16,96.519997,96.919998,93.690002,94.019997,46418100,93.451025,-0.01042002,-0.630266085,,
04-02-16,95.860001,97.330002,95.190002,96.599998,46471700,96.015414,0.027440994,1.729701377,,
03-02-16,95,96.839996,94.080002,96.349998,45964300,95.250077,-0.007970981,-0.477611609,,
02-02-16,95.419998,96.040001,94.279999,94.480003,37357200,93.401429,-0.019408362,-1.190530941,,
01-02-16,96.470001,96.709999,95.400002,96.43,40943500,95.329165,0.020639256,1.305732803,,
29-01-16,94.790001,97.339996,94.349998,97.339996,64416500,96.228773,0.00943686,0.607460703,,
28-01-16,93.790001,94.519997,92.389999,94.089996,55678800,93.015874,-0.033388132,-2.061923411,,
27-01-16,96.040001,96.629997,93.339996,93.419998,133369700,92.353525,-0.007120817,-0.42461887,,
26-01-16,99.93,100.879997,98.07,99.989998,75077000,98.848522,0.070327548,4.402922808,,
25-01-16,101.519997,101.529999,99.209999,99.440002,51794500,98.304805,-0.005500507,-0.323621095,,
22-01-16,98.629997,101.459999,98.370003,101.419998,65800500,100.262198,0.019911468,1.260368053,,
21-01-16,97.059998,97.879997,94.940002,96.300003,52161500,95.200652,-0.050483094,-3.127493248,,
20-01-16,95.099998,98.190002,93.419998,96.790001,72334400,95.685056,0.005088242,0.33640097,,
19-01-16,98.410004,98.650002,95.5,96.660004,53087700,95.556543,-0.001343083,-0.064478933,,
15-01-16,96.199997,97.709999,95.360001,97.129997,79833900,96.021171,0.004862336,0.322319668,,
14-01-16,97.959999,100.480003,95.739998,99.519997,63170100,98.383886,0.024606188,1.553001166,,
13-01-16,100.32,101.190002,97.300003,97.389999,62439600,96.278205,-0.021402702,-1.314842906,,
12-01-16,100.550003,100.690002,98.839996,99.959999,49154200,98.818866,0.026388745,1.664112193,,
11-01-16,98.970001,99.059998,97.339996,98.529999,49739400,97.40519,-0.01430573,-0.872471668,,
08-01-16,98.550003,99.110001,96.760002,96.959999,70798000,95.853114,-0.015934223,-0.973979526,,
07-01-16,98.68,100.129997,96.43,96.449997,81094400,95.348934,-0.005259923,-0.308624912,,
06-01-16,100.559998,102.370003,99.870003,100.699997,68457400,99.550416,0.044064279,2.765870446,,
05-01-16,105.75,105.849998,102.410004,102.709999,55791000,101.537472,0.019960298,1.26341175,,
04-01-16,102.610001,105.370003,102,105.349998,67649400,104.147334,0.025703437,1.621395299,,
31-12-15,107.010002,107.029999,104.82,105.260002,40912300,104.058365,-0.000854261,-0.034009468,,
30-12-15,108.580002,108.699997,107.18,107.32,25213800,106.094845,0.019570555,1.239118145,,
29-12-15,106.959999,109.43,106.860001,108.739998,30931200,107.498633,0.013231444,0.843986181,,
28-12-15,107.589996,107.690002,106.18,106.82,26704200,105.600553,-0.017656783,-1.081350799,,
24-12-15,109,109,107.949997,108.029999,13596700,106.796739,0.01132746,0.725306285,,
23-12-15,107.269997,108.849998,107.199997,108.610001,32657400,107.37012,0.0053689,0.353895018,,
22-12-15,107.400002,107.720001,106.449997,107.230003,32789400,106.005876,-0.012705993,-0.772756252,,
21-12-15,107.279999,107.370003,105.57,107.330002,47590600,106.104733,0.000932562,0.077367446,,
18-12-15,108.910004,109.519997,105.809998,106.029999,96453300,104.819571,-0.012112202,-0.73574386,,
17-12-15,112.019997,112.25,108.980003,108.980003,44772800,107.735899,0.027822362,1.753472938,,
16-12-15,111.07,111.989998,108.800003,111.339996,56238500,110.06895,0.021655279,1.369063975,,
15-12-15,111.940002,112.800003,110.349998,110.489998,52978100,109.228655,-0.00763426,-0.456623021,,
14-12-15,112.18,112.68,109.790001,112.480003,64318700,111.195943,0.018010732,1.141890605,,
11-12-15,115.190002,115.389999,112.849998,113.18,46886200,111.887949,0.006223303,0.40715198,,
10-12-15,116.040001,116.940002,115.510002,116.169998,29212700,114.843813,0.026418073,1.665940276,,
09-12-15,117.639999,117.690002,115.080002,115.620003,46361400,114.300096,-0.004734404,-0.275868052,,
08-12-15,117.519997,118.599998,116.860001,118.230003,34309500,116.880302,0.022573962,1.42632764,,
07-12-15,118.980003,119.860001,117.809998,118.279999,32084200,116.929726,0.00042286,0.04559653,,
04-12-15,115.290001,119.25,115.110001,119.029999,57777000,117.671164,0.006340885,0.414481202,,
03-12-15,116.550003,116.790001,114.220001,115.199997,41569500,113.884885,-0.032176779,-1.986416847,,
02-12-15,117.339996,118.110001,116.080002,116.279999,33386600,114.952558,0.009375019,0.603606017,,
01-12-15,118.75,118.809998,116.860001,117.339996,34852400,116.000455,0.009115908,0.587455018,,
30-11-15,117.989998,119.410004,117.75,118.300003,39180300,116.949502,0.008181408,0.529205342,,
27-11-15,118.290001,118.410004,117.599998,117.809998,13046400,116.465091,-0.004142053,-0.238945384,,
25-11-15,119.209999,119.230003,117.919998,118.029999,21388300,116.68258,0.001867418,0.135639281,,
24-11-15,117.330002,119.349998,117.120003,118.879997,42803200,117.522875,0.007201546,0.468128247,,
23-11-15,119.269997,119.730003,117.339996,117.75,32482500,116.405778,-0.009505358,-0.57325302,,
20-11-15,119.199997,119.919998,118.849998,119.300003,34287100,117.938086,0.013163505,0.839751359,,
19-11-15,117.639999,119.75,116.760002,118.779999,43295800,117.424018,-0.004358796,-0.252455482,,
18-11-15,115.760002,117.489998,115.5,117.290001,46674700,115.95103,-0.01254418,-0.762670048,,
17-11-15,114.919998,115.050003,113.32,113.690002,27616900,112.392129,-0.030693138,-1.893937998,,
16-11-15,111.379997,114.239998,111,114.18,38106700,112.876533,0.004309946,0.287887888,,
13-11-15,115.199997,115.57,112.269997,112.339996,45812400,111.057534,-0.016114944,-0.985244306,,
12-11-15,116.260002,116.82,115.650002,115.720001,32525600,114.398953,0.030087279,1.89465065,,
11-11-15,116.370003,117.419998,115.209999,116.110001,45218000,114.784501,0.003370206,0.229311631,,
10-11-15,116.900002,118.07,116.059998,116.769997,59127900,115.436962,0.005684226,0.373550024,,
09-11-15,120.959999,121.809998,120.050003,120.57,33871400,119.193585,0.032542636,2.047698906,,
06-11-15,121.110001,121.809998,120.620003,121.059998,33042300,119.677989,0.004064011,0.272558154,,
05-11-15,121.849998,122.690002,120.18,120.919998,39552700,119.539588,-0.001156445,-0.052845316,,
04-11-15,123.129997,123.82,121.620003,122,44886100,120.09319,0.004631119,0.307907342,,
03-11-15,120.790001,123.489998,120.699997,122.57,45519000,120.654281,0.00467213,0.310463688,,
02-11-15,120.800003,121.360001,119.610001,121.18,32203300,119.286007,-0.011340451,-0.687638772,,
30-10-15,120.989998,121.220001,119.449997,119.5,49365300,117.632264,-0.01386368,-0.84491763,,
29-10-15,118.699997,120.690002,118.269997,120.529999,51227300,118.646164,0.008619234,0.556496105,,
28-10-15,116.93,119.300003,116.059998,119.269997,85551400,117.405856,-0.01045384,-0.632374162,,
27-10-15,115.400002,116.540001,113.989998,114.550003,69884400,112.759634,-0.039574023,-2.447504739,,
26-10-15,118.080002,118.129997,114.919998,115.279999,66333800,113.47822,0.006372724,0.416465759,,
23-10-15,116.699997,119.230003,116.330002,119.080002,59366900,117.21883,0.032963242,2.073916287,,
22-10-15,114.330002,115.5,114.099998,115.5,41654100,113.694782,-0.030063839,-1.854712251,,
21-10-15,114,115.580002,113.699997,113.760002,41795200,111.98198,-0.015064913,-0.919793369,,
20-10-15,111.339996,114.169998,110.82,113.769997,48967800,111.991818,8.78534E-05,0.024714772,,
19-10-15,110.800003,111.75,110.110001,111.730003,29759200,109.983709,-0.017930855,-1.098434355,,
16-10-15,111.779999,112,110.529999,111.040001,38236300,109.304491,-0.006175624,-0.365702725,,
15-10-15,110.93,112.099998,110.489998,111.860001,37673500,110.111675,0.007384729,0.479546438,,
14-10-15,111.290001,111.519997,109.559998,110.209999,44462400,108.487462,-0.014750598,-0.900201334,,
13-10-15,110.82,112.449997,110.68,111.790001,33049300,110.042769,0.014336283,0.912853461,,
12-10-15,112.730003,112.75,111.440002,111.599998,30467200,109.855736,-0.001699639,-0.086703912,,
09-10-15,110,112.279999,109.489998,112.120003,52766100,110.367613,0.004659538,0.30967881,,
08-10-15,110.190002,110.190002,108.209999,109.5,61979600,107.78856,-0.023367843,-1.437334807,,
07-10-15,111.739998,111.769997,109.410004,110.779999,46765600,109.048553,0.011689487,0.747872333,,
06-10-15,110.629997,111.739998,109.769997,111.309998,48857000,109.570268,0.004784245,0.317452085,,
05-10-15,109.879997,111.370003,109.07,110.779999,52064700,109.048553,-0.004761465,-0.277554836,,
02-10-15,108.010002,111.010002,107.550003,110.379997,58019800,108.654803,-0.003610777,-0.205829697,,
01-10-15,109.07,109.620003,107.309998,109.580002,63929100,107.867311,-0.00724765,-0.432524695,,
30-09-15,110.169998,111.540001,108.730003,110.300003,66473000,108.576059,0.006570554,0.428796995,,
29-09-15,112.830002,113.510002,107.860001,109.059998,73365400,107.355435,-0.01124211,-0.681508923,,
28-09-15,113.849998,114.57,112.440002,112.440002,52109000,110.682611,0.030992152,1.951053576,,
25-09-15,116.440002,116.690002,114.019997,114.709999,56151900,112.917129,0.020188519,1.277637294,,
24-09-15,113.25,115.5,112.370003,115,50219500,113.202597,0.00252812,0.17682239,,
23-09-15,113.629997,114.720001,113.300003,114.32,35756700,112.533225,-0.005913045,-0.349335539,,
22-09-15,113.379997,114.18,112.519997,113.400002,50346200,111.627606,-0.00804757,-0.482385608,,
21-09-15,113.669998,115.370003,113.660004,115.209999,50222000,113.409314,0.015961177,1.014136975,,
18-09-15,112.209999,114.300003,111.870003,113.449997,74285300,111.67682,-0.01527647,-0.932980231,,
17-09-15,115.660004,116.489998,113.720001,113.919998,64112600,112.139475,0.004142802,0.277469433,,
16-09-15,116.25,116.540001,115.440002,116.410004,37173500,114.590563,0.021857495,1.381668545,,
15-09-15,115.93,116.529999,114.419998,116.279999,43341200,114.46259,-0.001116785,-0.050373208,,
14-09-15,116.580002,116.889999,114.860001,115.309998,58363400,113.50775,-0.008341939,-0.500734365,,
11-09-15,111.790001,114.209999,111.760002,114.209999,49915500,112.424944,-0.00953949,-0.575380524,,
10-09-15,110.269997,113.279999,109.900002,112.57,62892800,110.810577,-0.014359509,-0.875823854,,
09-09-15,113.760002,114.019997,109.769997,110.150002,85010800,108.428402,-0.021497722,-1.320765738,,
08-09-15,111.75,112.559998,110.32,112.309998,54843600,110.554638,0.019609585,1.241550971,,
04-09-15,108.970001,110.449997,108.510002,109.269997,49996300,107.562151,-0.027067946,-1.667971115,,
03-09-15,112.489998,112.779999,110.040001,110.370003,53233900,108.644965,0.010066868,0.646730611,,
02-09-15,110.230003,112.339996,109.129997,112.339996,61888800,110.584168,0.017848991,1.131808919,,
01-09-15,110.150002,111.879997,107.360001,107.720001,76845900,106.036382,-0.041125109,-2.544187681,,
31-08-15,112.029999,114.529999,112,112.760002,56229300,110.99761,0.046787979,2.935645187,,
28-08-15,112.169998,113.309998,111.540001,113.290001,53164400,111.519325,0.004700236,0.312215621,,
27-08-15,112.230003,113.239998,110.019997,112.919998,84616100,111.155105,-0.003265981,-0.184337744,,
26-08-15,107.089996,109.889999,105.050003,109.690002,96774600,107.975593,-0.028604282,-1.76373461,,
25-08-15,111.110001,111.110001,103.5,103.739998,103601600,102.118584,-0.054243823,-3.361908479,,
24-08-15,94.870003,108.800003,92,103.120003,162206300,101.508279,-0.005976434,-0.353286768,,
21-08-15,110.43,111.900002,105.650002,105.760002,128275500,104.107017,0.025601242,1.61502524,,
20-08-15,114.080002,114.349998,111.629997,112.650002,68501600,110.889328,0.065147491,4.080037479,,
19-08-15,116.099998,116.519997,114.68,115.010002,47445700,113.212443,0.020949852,1.32509299,,
18-08-15,116.43,117.440002,116.010002,116.5,34560700,114.679153,0.012955378,0.826778331,,
17-08-15,116.040001,117.650002,115.5,117.160004,40884700,115.328841,0.005665267,0.372368277,,
14-08-15,114.32,116.309998,114.010002,115.959999,42929500,114.147592,-0.010242442,-0.619197246,,
13-08-15,116.040001,116.400002,114.540001,115.150002,48535800,113.350254,-0.00698515,-0.416162405,,
12-08-15,112.529999,115.419998,109.629997,115.239998,101217500,113.438844,0.00078156,0.067955147,,
11-08-15,117.809998,118.18,113.330002,113.489998,97082800,111.716196,-0.015185698,-0.927322172,,
10-08-15,116.529999,119.989998,116.529999,119.720001,54951600,117.848827,0.054894735,3.440958684,,
07-08-15,114.580002,116.25,114.5,115.519997,38670400,113.714467,-0.035081894,-2.167499598,,
06-08-15,115.970001,116.5,114.120003,115.129997,52903000,113.330563,-0.003376035,-0.19119766,,
05-08-15,112.949997,117.440002,112.099998,115.400002,99312600,113.084479,-0.002171382,-0.116108801,,
04-08-15,117.419998,117.699997,113.25,114.639999,124138600,112.339726,-0.006585811,-0.391270676,,
03-08-15,121.5,122.57,117.519997,118.440002,69976000,116.063481,0.033147268,2.08538708,,
31-07-15,122.599998,122.639999,120.910004,121.300003,42885000,118.866096,0.02414726,1.524395049,,
30-07-15,122.32,122.57,121.709999,122.370003,33628300,119.914626,0.008821102,0.569079048,,
29-07-15,123.150002,123.5,122.269997,122.989998,37011700,120.52218,0.005066555,0.335049114,,
28-07-15,123.379997,123.910004,122.550003,123.379997,33618100,120.904354,0.003170985,0.216893718,,
27-07-15,123.089996,123.610001,122.120003,122.769997,44455500,120.306594,-0.004944073,-0.288937251,,
24-07-15,125.32,125.739998,123.900002,124.5,42162300,122.001884,0.014091414,0.897590154,,
23-07-15,126.199997,127.089996,125.059998,125.160004,50999500,122.648645,0.005301238,0.349677479,,
22-07-15,121.989998,125.5,121.989998,125.220001,115450600,122.707438,0.000479361,0.049118387,,
21-07-15,132.850006,132.919998,130.320007,130.75,76756400,128.126477,0.04416227,2.771978475,,
20-07-15,130.970001,132.970001,130.699997,132.070007,58900200,129.419998,0.010095657,0.648525101,,
17-07-15,129.080002,129.619995,128.309998,129.619995,46164700,127.019145,-0.018550866,-1.13708113,,
16-07-15,127.739998,128.570007,127.349998,128.509995,36222400,125.931417,-0.008563496,-0.51454454,,
15-07-15,125.720001,127.150002,125.580002,126.82,33649200,124.275333,-0.013150682,-0.800474767,,
14-07-15,126.040001,126.370003,125.040001,125.610001,31768100,123.089612,-0.009541081,-0.575479711,,
13-07-15,125.029999,125.760002,124.32,125.660004,41440500,123.138612,0.000398084,0.044052183,,
10-07-15,121.940002,123.849998,121.209999,123.279999,61354500,120.806362,-0.018940038,-1.161339175,,
09-07-15,123.849998,124.059998,119.220001,120.07,77821600,117.660773,-0.026038273,-1.603789102,,
08-07-15,124.480003,124.639999,122.540001,122.57,60761600,120.11061,0.020821187,1.317073022,,
07-07-15,125.889999,126.150002,123.769997,125.690002,46946800,123.168009,0.025454862,1.605901033,,
06-07-15,124.940002,126.230003,124.849998,126,28060400,123.471786,0.002466363,0.172972948,,
02-07-15,126.43,126.690002,125.769997,126.440002,27211000,123.90296,0.003492085,0.236908675,,
01-07-15,126.900002,126.940002,125.989998,126.599998,30238800,124.059746,0.001265393,0.098113659,,
30-06-15,125.57,126.120003,124.860001,125.43,44370700,122.913224,-0.009241692,-0.556818107,,
29-06-15,125.459999,126.470001,124.480003,124.529999,49161400,122.031281,-0.00717533,-0.428016836,,
26-06-15,127.669998,127.989998,126.510002,126.75,44066800,124.206737,0.017827036,1.130440392,,
25-06-15,128.860001,129.199997,127.5,127.5,31938100,124.941688,0.005917159,0.388069313,,
24-06-15,127.209999,129.800003,127.120003,128.110001,55280900,125.539449,0.00478432,0.317456748,,
23-06-15,127.480003,127.610001,126.879997,127.029999,30268900,124.481118,-0.008430266,-0.506239992,,
22-06-15,127.489998,128.059998,127.080002,127.610001,34039300,125.049482,0.004565865,0.303839945,,
19-06-15,127.709999,127.82,126.400002,126.599998,54716900,124.059746,-0.007914755,-0.474106928,,
18-06-15,127.230003,128.309998,127.220001,127.879997,35407200,125.314061,0.010110572,0.649454775,,
17-06-15,127.720001,127.879997,126.739998,127.300003,32918100,124.745705,-0.004535453,-0.263466948,,
16-06-15,127.029999,127.849998,126.370003,127.599998,31494100,125.03968,0.002356594,0.166130804,,
15-06-15,126.099998,127.239998,125.709999,126.919998,43988900,124.373324,-0.005329156,-0.312940389,,
12-06-15,128.190002,128.330002,127.110001,127.169998,36886200,124.618308,0.001969747,0.142017705,,
11-06-15,129.179993,130.179993,128.479996,128.589996,35390900,126.009814,0.011166144,0.715251111,,
10-06-15,127.919998,129.339996,127.849998,128.880005,39087300,126.294003,0.002255293,0.159816435,,
09-06-15,126.699997,128.080002,125.620003,127.419998,56075400,124.863292,-0.011328416,-0.68688858,,
08-06-15,128.899994,129.210007,126.830002,127.800003,52674800,125.235672,0.002982302,0.205132646,,
05-06-15,129.5,129.690002,128.360001,128.649994,35626800,126.068608,0.006650948,0.433808169,,
04-06-15,129.580002,130.580002,128.910004,129.360001,38450100,126.764368,0.0055189,0.363244863,,
03-06-15,130.660004,130.940002,129.899994,130.119995,30889400,127.509113,0.005875034,0.38544358,,
02-06-15,129.860001,130.660004,129.320007,129.960007,33667600,127.352335,-0.001229543,-0.057401726,,
01-06-15,130.279999,131.389999,130.050003,130.539993,32112800,127.920684,0.004462808,0.297416136,,
29-05-15,131.229996,131.449997,129.899994,130.279999,50884500,127.665906,-0.001991687,-0.10490797,,
28-05-15,131.860001,131.949997,131.100006,131.779999,30733300,129.135808,0.011513661,0.73691268,,
27-05-15,130.339996,132.259995,130.050003,132.039993,45833200,129.390586,0.001972946,0.142217109,,
26-05-15,132.600006,132.910004,129.119995,129.619995,70697600,127.019145,-0.018327771,-1.123175091,,
22-05-15,131.600006,132.970001,131.399994,132.539993,45596000,129.880553,0.022527376,1.423423818,,
21-05-15,130.070007,131.630005,129.830002,131.389999,39730400,128.753634,-0.00867658,-0.521593303,,
20-05-15,130,130.979996,129.339996,130.059998,36454900,127.450319,-0.010122549,-0.611724025,,
19-05-15,130.690002,130.880005,129.639999,130.070007,44633200,127.460128,7.69633E-05,0.024035966,,
18-05-15,128.380005,130.720001,128.360001,130.190002,50882900,127.577716,0.000922547,0.076743238,,
15-05-15,129.070007,129.490005,128.210007,128.770004,38208000,126.18621,-0.010907124,-0.66062846,,
14-05-15,127.410004,128.949997,127.160004,128.949997,45203500,126.362591,0.001397783,0.106365843,,
13-05-15,126.150002,127.190002,125.870003,126.010002,34694200,123.481588,-0.022799493,-1.401908219,,
12-05-15,125.599998,126.879997,124.82,125.870003,48160000,123.344397,-0.001111024,-0.050014119,,
11-05-15,127.389999,127.559998,125.629997,126.32,42035800,123.785365,0.003575096,0.242082905,,
08-05-15,126.68,127.620003,126.110001,127.620003,55550400,125.059283,0.010291346,0.660722836,,
07-05-15,124.769997,126.080002,124.019997,125.260002,43940900,122.746637,-0.018492398,-1.133436682,,
06-05-15,126.559998,126.75,123.360001,125.010002,72141000,121.992082,-0.006147256,-0.363934498,,
05-05-15,128.149994,128.449997,125.779999,125.800003,49271400,122.763011,0.0063195,0.413148214,,
04-05-15,129.5,130.570007,128.259995,128.699997,50988300,125.592995,0.023052416,1.456150835,,
01-05-15,126.099998,130.130005,125.300003,128.949997,58512600,125.83696,0.001942505,0.140319626,,
30-04-15,128.639999,128.639999,124.580002,125.150002,83195400,122.128701,-0.029468759,-1.817619486,,
29-04-15,130.160004,131.589996,128.300003,128.639999,63386100,125.534446,0.027886524,1.757472363,,
28-04-15,134.460007,134.539993,129.570007,130.559998,118924000,127.408092,0.014925354,0.949571617,,
27-04-15,132.309998,133.130005,131.149994,132.649994,96954200,129.447633,0.016007939,1.017051767,,
24-04-15,130.490005,130.630005,129.229996,130.279999,44525900,127.134853,-0.01786653,-1.094424842,,
23-04-15,128.300003,130.419998,128.139999,129.669998,45770900,126.539579,-0.004682225,-0.272615621,,
22-04-15,126.989998,128.869995,126.32,128.619995,37654500,125.514924,-0.008097506,-0.485498241,,
21-04-15,128.100006,128.199997,126.669998,126.910004,32435100,123.846215,-0.013294905,-0.809464545,,
20-04-15,125.57,128.119995,125.169998,127.599998,47054300,124.519552,0.00543688,0.358132376,,
